Model,TBS1052C
-4.880e-01,1.08
-4.872e-01,1.24
-4.864e-01,0.92
-4.856e-01,1.24
-4.848e-01,0.84
-4.840e-01,1
-4.832e-01,0.96
-4.824e-01,1
-4.816e-01,0.28
-4.808e-01,-0.16
-4.800e-01,0.56
-4.792e-01,0.28
-4.784e-01,0.76
-4.776e-01,-0.12
-4.768e-01,-0.24
-4.760e-01,-0.2
-4.752e-01,-0.16
-4.744e-01,-0.68
-4.736e-01,-0.92
-4.728e-01,-1
-4.720e-01,-1.24
-4.712e-01,-1.4
-4.704e-01,-1.48
-4.696e-01,-1.08
-4.688e-01,-0.92
-4.680e-01,-1.2
-4.672e-01,-1.16
-4.664e-01,-0.8
-4.656e-01,-0.68
-4.648e-01,-0.8
-4.640e-01,-0.72
-4.632e-01,-0.76
-4.624e-01,-1
-4.616e-01,-1.16
-4.608e-01,-1.16
-4.600e-01,-1.04
-4.592e-01,-0.96
-4.584e-01,-0.84
-4.576e-01,-0.76
-4.568e-01,-0.8
-4.560e-01,-0.48
-4.552e-01,-0.56
-4.544e-01,-0.52
-4.536e-01,-0.28
-4.528e-01,-1.36
-4.520e-01,-0.08
-4.512e-01,-0.48
-4.504e-01,-0.2
-4.496e-01,-0.16
-4.488e-01,-0.2
-4.480e-01,-0.16
-4.472e-01,-0.08
-4.464e-01,-0.12
-4.456e-01,-0.08
-4.448e-01,-0.08
-4.440e-01,0
-4.432e-01,-0.04
-4.424e-01,-0.12
-4.416e-01,0.2
-4.408e-01,0.16
-4.400e-01,0.52
-4.392e-01,0.56
-4.384e-01,0.44
-4.376e-01,0.28
-4.368e-01,0.4
-4.360e-01,0.36
-4.352e-01,0.52
-4.344e-01,0.56
-4.336e-01,0.28
-4.328e-01,0.56
-4.320e-01,0.76
-4.312e-01,0.76
-4.304e-01,0.72
-4.296e-01,0.88
-4.288e-01,0.48
-4.280e-01,1.08
-4.272e-01,0.52
-4.264e-01,0.64
-4.256e-01,0.88
-4.248e-01,0.72
-4.240e-01,0.56
-4.232e-01,0.6
-4.224e-01,0.88
-4.216e-01,0.76
-4.208e-01,0.44
-4.200e-01,0.56
-4.192e-01,0.64
-4.184e-01,0.56
-4.176e-01,0.6
-4.168e-01,0.8
-4.160e-01,0.76
-4.152e-01,0.52
-4.144e-01,0.52
-4.136e-01,0.48
-4.128e-01,0.6
-4.120e-01,0.52
-4.112e-01,0.16
-4.104e-01,0.2
-4.096e-01,0.24
-4.088e-01,0
-4.080e-01,1.48
-4.072e-01,1.04
-4.064e-01,0.56
-4.056e-01,0.2
-4.048e-01,0.88
-4.040e-01,0.36
-4.032e-01,0.08
-4.024e-01,0.28
-4.016e-01,0
-4.008e-01,-0.24
-4.000e-01,-0.68
-3.992e-01,-1.24
-3.984e-01,-0.36
-3.976e-01,-1.16
-3.968e-01,-1.2
-3.960e-01,-1.48
-3.952e-01,-1.2
-3.944e-01,-1.16
-3.936e-01,-1.6
-3.928e-01,-1.04
-3.920e-01,-0.76
-3.912e-01,-1.28
-3.904e-01,-0.96
-3.896e-01,-1.12
-3.888e-01,-1.16
-3.880e-01,-1.24
-3.872e-01,-1.32
-3.864e-01,-1.2
-3.856e-01,-1.08
-3.848e-01,-1.28
-3.840e-01,-1.04
-3.832e-01,-1
-3.824e-01,-0.92
-3.816e-01,-1.2
-3.808e-01,-1.28
-3.800e-01,-0.08
-3.792e-01,-0.96
-3.784e-01,-0.4
-3.776e-01,-0.2
-3.768e-01,0
-3.760e-01,-0.12
-3.752e-01,-0.28
-3.744e-01,-0.2
-3.736e-01,0.16
-3.728e-01,0.2
-3.720e-01,0.32
-3.712e-01,0.76
-3.704e-01,0.76
-3.696e-01,0.76
-3.688e-01,0.8
-3.680e-01,0.92
-3.672e-01,1.28
-3.664e-01,0.64
-3.656e-01,1.16
-3.648e-01,1.24
-3.640e-01,1.12
-3.632e-01,1.16
-3.624e-01,1.04
-3.616e-01,1.6
-3.608e-01,1.2
-3.600e-01,1.12
-3.592e-01,0.92
-3.584e-01,1.04
-3.576e-01,0.48
-3.568e-01,0.76
-3.560e-01,0.88
-3.552e-01,0.64
-3.544e-01,0.4
-3.536e-01,0.64
-3.528e-01,0.4
-3.520e-01,1
-3.512e-01,0.88
-3.504e-01,0.84
-3.496e-01,0.84
-3.488e-01,0.56
-3.480e-01,0.56
-3.472e-01,0
-3.464e-01,-0.08
-3.456e-01,-0.08
-3.448e-01,-0.04
-3.440e-01,0.16
-3.432e-01,0.24
-3.424e-01,0.24
-3.416e-01,0.32
-3.408e-01,0.08
-3.400e-01,0.08
-3.392e-01,0.16
-3.384e-01,0.12
-3.376e-01,0.36
-3.368e-01,0.04
-3.360e-01,-1.72
-3.352e-01,-0.36
-3.344e-01,-0.28
-3.336e-01,-1.08
-3.328e-01,-0.76
-3.320e-01,-1.32
-3.312e-01,-0.64
-3.304e-01,-0.24
-3.296e-01,-0.8
-3.288e-01,-0.52
-3.280e-01,-0.12
-3.272e-01,-0.28
-3.264e-01,-0.28
-3.256e-01,-0.16
-3.248e-01,-0.28
-3.240e-01,-0.44
-3.232e-01,-1
-3.224e-01,-0.88
-3.216e-01,-0.48
-3.208e-01,-0.92
-3.200e-01,-0.64
-3.192e-01,-0.44
-3.184e-01,-0.44
-3.176e-01,-0.44
-3.168e-01,-0.4
-3.160e-01,-0.36
-3.152e-01,-0.04
-3.144e-01,-0.36
-3.136e-01,-0.52
-3.128e-01,-0.36
-3.120e-01,-0.4
-3.112e-01,-0.64
-3.104e-01,-0.56
-3.096e-01,-0.32
-3.088e-01,0.64
-3.080e-01,-0.72
-3.072e-01,1.12
-3.064e-01,0.24
-3.056e-01,0
-3.048e-01,-0.28
-3.040e-01,-0.36
-3.032e-01,-0.2
-3.024e-01,-0.28
-3.016e-01,-0.44
-3.008e-01,-0.36
-3.000e-01,-0.4
-2.992e-01,-0.36
-2.984e-01,-0.36
-2.976e-01,-0.4
-2.968e-01,-0.08
-2.960e-01,-0.32
-2.952e-01,-0.04
-2.944e-01,0.12
-2.936e-01,0.16
-2.928e-01,0.28
-2.920e-01,0.28
-2.912e-01,0.32
-2.904e-01,0.44
-2.896e-01,0.16
-2.888e-01,0.12
-2.880e-01,0.44
-2.872e-01,0.28
-2.864e-01,0.28
-2.856e-01,0.52
-2.848e-01,0.52
-2.840e-01,0.72
-2.832e-01,0.88
-2.824e-01,0.96
-2.816e-01,1.32
-2.808e-01,1.36
-2.800e-01,0.92
-2.792e-01,1.16
-2.784e-01,0.88
-2.776e-01,0.64
-2.768e-01,0.64
-2.760e-01,0.6
-2.752e-01,0.72
-2.744e-01,0.48
-2.736e-01,0.48
-2.728e-01,0.72
-2.720e-01,0.6
-2.712e-01,0.6
-2.704e-01,1.52
-2.696e-01,0.8
-2.688e-01,0.56
-2.680e-01,0.68
-2.672e-01,0.56
-2.664e-01,0.76
-2.656e-01,0.48
-2.648e-01,-0.04
-2.640e-01,-0.32
-2.632e-01,0.08
-2.624e-01,0.28
-2.616e-01,0.24
-2.608e-01,0.32
-2.600e-01,0.28
-2.592e-01,0.16
-2.584e-01,0.2
-2.576e-01,0.12
-2.568e-01,-0.68
-2.560e-01,-0.2
-2.552e-01,-0.08
-2.544e-01,0.08
-2.536e-01,-0.84
-2.528e-01,-1.04
-2.520e-01,-0.8
-2.512e-01,-1.04
-2.504e-01,-0.52
-2.496e-01,-0.32
-2.488e-01,-0.96
-2.480e-01,0
-2.472e-01,-0.36
-2.464e-01,-0.56
-2.456e-01,-0.56
-2.448e-01,-0.64
-2.440e-01,-0.84
-2.432e-01,-1.08
-2.424e-01,-0.8
-2.416e-01,-1
-2.408e-01,-0.92
-2.400e-01,-0.56
-2.392e-01,-0.44
-2.384e-01,-0.4
-2.376e-01,-0.32
-2.368e-01,-0.44
-2.360e-01,-0.36
-2.352e-01,-0.44
-2.344e-01,-0.64
-2.336e-01,-0.56
-2.328e-01,-0.72
-2.320e-01,-0.72
-2.312e-01,-0.6
-2.304e-01,-1.56
-2.296e-01,-0.48
-2.288e-01,0
-2.280e-01,-0.48
-2.272e-01,0.16
-2.264e-01,-0.16
-2.256e-01,-0.04
-2.248e-01,0.2
-2.240e-01,0.08
-2.232e-01,-0.12
-2.224e-01,-0.12
-2.216e-01,0.04
-2.208e-01,-0.24
-2.200e-01,-0.2
-2.192e-01,-0.12
-2.184e-01,-0.16
-2.176e-01,0
-2.168e-01,0.04
-2.160e-01,0.32
-2.152e-01,0.24
-2.144e-01,0.24
-2.136e-01,0.44
-2.128e-01,0.2
-2.120e-01,0.32
-2.112e-01,0.12
-2.104e-01,-0.2
-2.096e-01,0.08
-2.088e-01,0.12
-2.080e-01,0.08
-2.072e-01,0.36
-2.064e-01,0.24
-2.056e-01,0.72
-2.048e-01,0.8
-2.040e-01,0.8
-2.032e-01,1.16
-2.024e-01,1.04
-2.016e-01,0.04
-2.008e-01,1
-2.000e-01,0.48
-1.992e-01,0.76
-1.984e-01,0.68
-1.976e-01,0.48
-1.968e-01,0.8
-1.960e-01,0.56
-1.952e-01,0.88
-1.944e-01,0.92
-1.936e-01,0.76
-1.928e-01,0.6
-1.920e-01,2.2
-1.912e-01,0.88
-1.904e-01,0.6
-1.896e-01,1.24
-1.888e-01,0.92
-1.880e-01,1.08
-1.872e-01,0.92
-1.864e-01,-0.04
-1.856e-01,0.56
-1.848e-01,-0.08
-1.840e-01,0.6
-1.832e-01,0.48
-1.824e-01,0.48
-1.816e-01,0.24
-1.808e-01,-0.12
-1.800e-01,-0.04
-1.792e-01,-0.04
-1.784e-01,0
-1.776e-01,-0.2
-1.768e-01,-1.6
-1.760e-01,-2.2
-1.752e-01,-1.8
-1.744e-01,-0.56
-1.736e-01,-1.32
-1.728e-01,-1.76
-1.720e-01,-2
-1.712e-01,-1.56
-1.704e-01,-1.48
-1.696e-01,-0.68
-1.688e-01,-1.16
-1.680e-01,-0.76
-1.672e-01,-0.88
-1.664e-01,-0.84
-1.656e-01,-0.64
-1.648e-01,-1.04
-1.640e-01,-1.32
-1.632e-01,-1
-1.624e-01,-0.92
-1.616e-01,-1
-1.608e-01,-0.76
-1.600e-01,-2.4
-1.592e-01,-1.88
-1.584e-01,0.68
-1.576e-01,-0.04
-1.568e-01,-0.24
-1.560e-01,0.04
-1.552e-01,-0.12
-1.544e-01,-0.04
-1.536e-01,0.24
-1.528e-01,-0.2
-1.520e-01,-0.28
-1.512e-01,-0.24
-1.504e-01,-0.32
-1.496e-01,-0.04
-1.488e-01,0.04
-1.480e-01,0.36
-1.472e-01,0.32
-1.464e-01,0.6
-1.456e-01,0.88
-1.448e-01,0.64
-1.440e-01,0.76
-1.432e-01,0.6
-1.424e-01,0.44
-1.416e-01,0.56
-1.408e-01,0.48
-1.400e-01,0.08
-1.392e-01,0.2
-1.384e-01,0.56
-1.376e-01,0.52
-1.368e-01,0.52
-1.360e-01,0.92
-1.352e-01,0.32
-1.344e-01,0.76
-1.336e-01,1.16
-1.328e-01,0.76
-1.320e-01,0.8
-1.312e-01,0.68
-1.304e-01,0.4
-1.296e-01,0.32
-1.288e-01,0.36
-1.280e-01,0.32
-1.272e-01,0.24
-1.264e-01,0.4
-1.256e-01,0.6
-1.248e-01,0.36
-1.240e-01,0.72
-1.232e-01,0.68
-1.224e-01,0.44
-1.216e-01,0.68
-1.208e-01,0.64
-1.200e-01,0.24
-1.192e-01,0.4
-1.184e-01,0.32
-1.176e-01,0.6
-1.168e-01,0.48
-1.160e-01,0.36
-1.152e-01,0.12
-1.144e-01,-0.08
-1.136e-01,0.28
-1.128e-01,0.64
-1.120e-01,0
-1.112e-01,0.6
-1.104e-01,0.64
-1.096e-01,0.72
-1.088e-01,0.48
-1.080e-01,-0.04
-1.072e-01,0.16
-1.064e-01,0.12
-1.056e-01,-0.28
-1.048e-01,0.16
-1.040e-01,-0.88
-1.032e-01,-0.08
-1.024e-01,-0.56
-1.016e-01,-0.84
-1.008e-01,-1.08
-1.000e-01,-0.8
-9.920e-02,-0.44
-9.840e-02,-0.76
-9.760e-02,-0.28
-9.680e-02,-0.44
-9.600e-02,-0.96
-9.520e-02,-0.8
-9.440e-02,-1.24
-9.360e-02,-1
-9.280e-02,-1.04
-9.200e-02,-1.72
-9.120e-02,-1.44
-9.040e-02,-1.08
-8.960e-02,-1.2
-8.880e-02,-1.12
-8.800e-02,-1
-8.720e-02,-0.88
-8.640e-02,-0.92
-8.560e-02,-0.64
-8.480e-02,-0.36
-8.400e-02,-0.64
-8.320e-02,-1.28
-8.240e-02,-0.68
-8.160e-02,-0.48
-8.080e-02,-0.04
-8.000e-02,-0.08
-7.920e-02,-0.12
-7.840e-02,-0.04
-7.760e-02,0.24
-7.680e-02,0.28
-7.600e-02,0.2
-7.520e-02,0.88
-7.440e-02,1
-7.360e-02,0.48
-7.280e-02,0.8
-7.200e-02,0.96
-7.120e-02,1.04
-7.040e-02,1.08
-6.960e-02,0.84
-6.880e-02,1.32
-6.800e-02,1.32
-6.720e-02,1.12
-6.640e-02,1.24
-6.560e-02,0.6
-6.480e-02,1.68
-6.400e-02,0.76
-6.320e-02,0.96
-6.240e-02,1.32
-6.160e-02,0.76
-6.080e-02,0.72
-6.000e-02,0.8
-5.920e-02,0.84
-5.840e-02,0.64
-5.760e-02,0.52
-5.680e-02,0.64
-5.600e-02,1.08
-5.520e-02,0.6
-5.440e-02,0.76
-5.360e-02,0.76
-5.280e-02,0.64
-5.200e-02,0.64
-5.120e-02,0.36
-5.040e-02,-0.4
-4.960e-02,0.08
-4.880e-02,0.24
-4.800e-02,-0.08
-4.720e-02,0.32
-4.640e-02,0.2
-4.560e-02,0.2
-4.480e-02,0.08
-4.400e-02,0.12
-4.320e-02,-0.4
-4.240e-02,-0.68
-4.160e-02,-0.2
-4.080e-02,-0.52
-4.000e-02,-0.48
-3.920e-02,-0.72
-3.840e-02,-0.52
-3.760e-02,-0.16
-3.680e-02,-1.2
-3.600e-02,-0.16
-3.520e-02,-0.32
-3.440e-02,-0.24
-3.360e-02,-0.56
-3.280e-02,-0.76
-3.200e-02,-0.56
-3.120e-02,-0.76
-3.040e-02,-0.92
-2.960e-02,-0.92
-2.880e-02,-0.96
-2.800e-02,-0.92
-2.720e-02,-1.16
-2.640e-02,-0.88
-2.560e-02,-0.36
-2.480e-02,-0.56
-2.400e-02,-0.4
-2.320e-02,-0.36
-2.240e-02,-0.52
-2.160e-02,-0.44
-2.080e-02,-0.64
-2.000e-02,-0.52
-1.920e-02,-0.36
-1.840e-02,-0.68
-1.760e-02,1.36
-1.680e-02,-0.8
-1.600e-02,0.28
-1.520e-02,-0.2
-1.440e-02,-0.4
-1.360e-02,-0.48
-1.280e-02,-0.2
-1.200e-02,-0.48
-1.120e-02,-0.16
-1.040e-02,-0.08
-9.600e-03,-0.36
-8.800e-03,-0.44
-8.000e-03,-0.4
-7.200e-03,-0.36
-6.400e-03,-0.32
-5.600e-03,-0.2
-4.800e-03,0.04
-4.000e-03,0.2
-3.200e-03,0.36
-2.400e-03,0.48
-1.600e-03,0.6
-8.000e-04,0.84
1.463e-14,0.64
8.000e-04,0.68
1.600e-03,0.88
2.400e-03,0.76
3.200e-03,0.88
4.000e-03,0.96
4.800e-03,1
5.600e-03,1.32
6.400e-03,1.24
7.200e-03,1.16
8.000e-03,1.68
8.800e-03,1.44
9.600e-03,1.2
1.040e-02,1.52
1.120e-02,1.04
1.200e-02,1.08
1.280e-02,0.52
1.360e-02,0.76
1.440e-02,1.28
1.520e-02,0.84
1.600e-02,1.12
1.680e-02,0.96
1.760e-02,1.12
1.840e-02,1.24
1.920e-02,0.48
2.000e-02,0.12
2.080e-02,0.44
2.160e-02,0.6
2.240e-02,1
2.320e-02,0.2
2.400e-02,0.28
2.480e-02,-0.44
2.560e-02,-1.28
2.640e-02,0.04
2.720e-02,-0.36
2.800e-02,-1.92
2.880e-02,-0.76
2.960e-02,-1.4
3.040e-02,-0.96
3.120e-02,-0.68
3.200e-02,-1.16
3.280e-02,-1.2
3.360e-02,-1.96
3.440e-02,-0.48
3.520e-02,-0.32
3.600e-02,-0.52
3.680e-02,-0.36
3.760e-02,-1.04
3.840e-02,-1.08
3.920e-02,-1.08
4.000e-02,-1.28
4.080e-02,-1.12
4.160e-02,-0.88
4.240e-02,-0.96
4.320e-02,-0.64
4.400e-02,-0.64
4.480e-02,-0.72
4.560e-02,-0.36
4.640e-02,-0.32
4.720e-02,-0.52
4.800e-02,0
4.880e-02,0.08
4.960e-02,0.4
5.040e-02,-0.32
5.120e-02,-0.6
5.200e-02,-0.56
5.280e-02,-0.04
5.360e-02,-0.04
5.440e-02,0.04
5.520e-02,0.04
5.600e-02,-0.04
5.680e-02,-0.04
5.760e-02,0.04
5.840e-02,0.16
5.920e-02,0.16
6.000e-02,0.08
6.080e-02,0.32
6.160e-02,0.2
6.240e-02,0.4
6.320e-02,0.28
6.400e-02,0.36
6.480e-02,0.48
6.560e-02,0.32
6.640e-02,0.36
6.720e-02,0.6
6.800e-02,0.52
6.880e-02,0.68
6.960e-02,0.52
7.040e-02,0.64
7.120e-02,0.96
7.200e-02,0.56
7.280e-02,0.8
7.360e-02,0.44
7.440e-02,0.2
7.520e-02,0.6
7.600e-02,0.28
7.680e-02,0.44
7.760e-02,0.64
7.840e-02,0.28
7.920e-02,0.4
8.000e-02,0.64
8.080e-02,0.52
8.160e-02,0.6
8.240e-02,0.4
8.320e-02,0.44
8.400e-02,0.56
8.480e-02,0.36
8.560e-02,0.52
8.640e-02,0.52
8.720e-02,0.36
8.800e-02,0.52
8.880e-02,0.52
8.960e-02,0.56
9.040e-02,0.48
9.120e-02,0.76
9.200e-02,0.44
9.280e-02,0.44
9.360e-02,0.44
9.440e-02,0.28
9.520e-02,0.16
9.600e-02,-0.04
9.680e-02,1.08
9.760e-02,-0.04
9.840e-02,0.28
9.920e-02,0.4
