Model,TBS1052C
-4.896e-01,0.36
-4.888e-01,0.28
-4.880e-01,0.36
-4.872e-01,0.2
-4.864e-01,0.48
-4.856e-01,0.28
-4.848e-01,0.44
-4.840e-01,0.52
-4.832e-01,0.4
-4.824e-01,0.68
-4.816e-01,0.88
-4.808e-01,0.84
-4.800e-01,0.88
-4.792e-01,0.48
-4.784e-01,0.72
-4.776e-01,1
-4.768e-01,0.64
-4.760e-01,0.72
-4.752e-01,0.84
-4.744e-01,0.6
-4.736e-01,0.6
-4.728e-01,0.56
-4.720e-01,0.64
-4.712e-01,0.68
-4.704e-01,0.56
-4.696e-01,0.56
-4.688e-01,0.68
-4.680e-01,0.96
-4.672e-01,0.64
-4.664e-01,0.68
-4.656e-01,0.48
-4.648e-01,0.44
-4.640e-01,0.56
-4.632e-01,0.2
-4.624e-01,0.2
-4.616e-01,0
-4.608e-01,0.16
-4.600e-01,0.12
-4.592e-01,-0.04
-4.584e-01,0.36
-4.576e-01,0.76
-4.568e-01,0.24
-4.560e-01,1.52
-4.552e-01,0.88
-4.544e-01,0.2
-4.536e-01,0.12
-4.528e-01,0.32
-4.520e-01,0.36
-4.512e-01,-1.08
-4.504e-01,-1.04
-4.496e-01,-0.52
-4.488e-01,-0.72
-4.480e-01,-0.72
-4.472e-01,-1.4
-4.464e-01,-1.28
-4.456e-01,-0.64
-4.448e-01,-0.96
-4.440e-01,-1.4
-4.432e-01,-0.88
-4.424e-01,-0.64
-4.416e-01,-1.24
-4.408e-01,-0.96
-4.400e-01,-0.96
-4.392e-01,-1.28
-4.384e-01,-1.64
-4.376e-01,-1.48
-4.368e-01,-1.12
-4.360e-01,-1.04
-4.352e-01,-1.32
-4.344e-01,-0.96
-4.336e-01,-0.8
-4.328e-01,-1.24
-4.320e-01,-0.64
-4.312e-01,-0.52
-4.304e-01,-0.76
-4.296e-01,-0.64
-4.288e-01,-0.8
-4.280e-01,-0.56
-4.272e-01,-0.2
-4.264e-01,-0.28
-4.256e-01,-0.28
-4.248e-01,-0.2
-4.240e-01,0
-4.232e-01,0.16
-4.224e-01,0.4
-4.216e-01,1.12
-4.208e-01,1.08
-4.200e-01,0.84
-4.192e-01,1.12
-4.184e-01,1.52
-4.176e-01,0.88
-4.168e-01,0.72
-4.160e-01,1.12
-4.152e-01,0.96
-4.144e-01,1.04
-4.136e-01,0.96
-4.128e-01,0.88
-4.120e-01,0.76
-4.112e-01,1.44
-4.104e-01,0.8
-4.096e-01,1.2
-4.088e-01,1.4
-4.080e-01,0.76
-4.072e-01,0.68
-4.064e-01,0.68
-4.056e-01,0.44
-4.048e-01,0.44
-4.040e-01,0.56
-4.032e-01,0.76
-4.024e-01,0.48
-4.016e-01,0.64
-4.008e-01,0.52
-4.000e-01,0.96
-3.992e-01,0.52
-3.984e-01,0.36
-3.976e-01,0.64
-3.968e-01,0.28
-3.960e-01,-0.04
-3.952e-01,0
-3.944e-01,0
-3.936e-01,0.36
-3.928e-01,0.2
-3.920e-01,0.28
-3.912e-01,0.28
-3.904e-01,0.32
-3.896e-01,0.12
-3.888e-01,0.16
-3.880e-01,-0.24
-3.872e-01,-1.44
-3.864e-01,-0.92
-3.856e-01,0.2
-3.848e-01,-0.68
-3.840e-01,-0.44
-3.832e-01,-0.8
-3.824e-01,-1.16
-3.816e-01,-0.72
-3.808e-01,-0.32
-3.800e-01,-0.92
-3.792e-01,-0.44
-3.784e-01,-0.32
-3.776e-01,-0.64
-3.768e-01,-0.44
-3.760e-01,-0.52
-3.752e-01,-0.36
-3.744e-01,-0.56
-3.736e-01,-1
-3.728e-01,-0.72
-3.720e-01,-0.52
-3.712e-01,-0.88
-3.704e-01,-0.6
-3.696e-01,-0.48
-3.688e-01,-0.48
-3.680e-01,-0.4
-3.672e-01,-0.72
-3.664e-01,-0.44
-3.656e-01,-0.2
-3.648e-01,-0.76
-3.640e-01,-0.84
-3.632e-01,-0.56
-3.624e-01,-0.76
-3.616e-01,-0.84
-3.608e-01,0.72
-3.600e-01,-0.96
-3.592e-01,-1.36
-3.584e-01,-0.12
-3.576e-01,-0.28
-3.568e-01,-0.32
-3.560e-01,-0.4
-3.552e-01,-0.48
-3.544e-01,-0.24
-3.536e-01,-0.12
-3.528e-01,-0.4
-3.520e-01,-0.24
-3.512e-01,-0.4
-3.504e-01,-0.32
-3.496e-01,-0.32
-3.488e-01,-0.24
-3.480e-01,0.4
-3.472e-01,0.36
-3.464e-01,0.52
-3.456e-01,0.64
-3.448e-01,0.76
-3.440e-01,0.84
-3.432e-01,0.64
-3.424e-01,1
-3.416e-01,1.12
-3.408e-01,0.96
-3.400e-01,1.12
-3.392e-01,1.24
-3.384e-01,2.6
-3.376e-01,1.44
-3.368e-01,1.36
-3.360e-01,1.6
-3.352e-01,1.52
-3.344e-01,1.28
-3.336e-01,1.08
-3.328e-01,1.08
-3.320e-01,0.76
-3.312e-01,0.84
-3.304e-01,1.32
-3.296e-01,1.28
-3.288e-01,1.16
-3.280e-01,0.84
-3.272e-01,0.96
-3.264e-01,0.52
-3.256e-01,0.4
-3.248e-01,0.2
-3.240e-01,-0.12
-3.232e-01,0.48
-3.224e-01,0.12
-3.216e-01,0.72
-3.208e-01,0.68
-3.200e-01,-0.08
-3.192e-01,-0.2
-3.184e-01,-0.12
-3.176e-01,-0.12
-3.168e-01,-0.92
-3.160e-01,-0.92
-3.152e-01,-1.12
-3.144e-01,-0.84
-3.136e-01,-0.64
-3.128e-01,-1.24
-3.120e-01,-0.12
-3.112e-01,-0.36
-3.104e-01,-0.84
-3.096e-01,-0.48
-3.088e-01,-0.32
-3.080e-01,-0.08
-3.072e-01,-0.68
-3.064e-01,-1
-3.056e-01,-0.76
-3.048e-01,-0.8
-3.040e-01,-1.24
-3.032e-01,-1
-3.024e-01,-0.72
-3.016e-01,-0.84
-3.008e-01,-0.72
-3.000e-01,-0.36
-2.992e-01,-0.44
-2.984e-01,-0.36
-2.976e-01,-0.44
-2.968e-01,-0.6
-2.960e-01,-0.4
-2.952e-01,-0.48
-2.944e-01,-1
-2.936e-01,0.28
-2.928e-01,-0.24
-2.920e-01,-1.2
-2.912e-01,-0.56
-2.904e-01,-0.16
-2.896e-01,-0.24
-2.888e-01,-0.32
-2.880e-01,0.08
-2.872e-01,0
-2.864e-01,-0.2
-2.856e-01,0.12
-2.848e-01,0
-2.840e-01,0.12
-2.832e-01,-0.16
-2.824e-01,-0.2
-2.816e-01,0.08
-2.808e-01,-0.04
-2.800e-01,0.32
-2.792e-01,0.12
-2.784e-01,0.32
-2.776e-01,0.48
-2.768e-01,0.52
-2.760e-01,0.6
-2.752e-01,0.68
-2.744e-01,0.28
-2.736e-01,0.52
-2.728e-01,0.68
-2.720e-01,0.44
-2.712e-01,0.72
-2.704e-01,0.56
-2.696e-01,0.4
-2.688e-01,0.76
-2.680e-01,0.6
-2.672e-01,0.72
-2.664e-01,1.04
-2.656e-01,0.52
-2.648e-01,0.64
-2.640e-01,0.92
-2.632e-01,0.6
-2.624e-01,0.76
-2.616e-01,0.44
-2.608e-01,0.76
-2.600e-01,0.72
-2.592e-01,0.64
-2.584e-01,0.8
-2.576e-01,0.64
-2.568e-01,1
-2.560e-01,1.16
-2.552e-01,0.72
-2.544e-01,1.04
-2.536e-01,0.88
-2.528e-01,0.88
-2.520e-01,1.12
-2.512e-01,0.36
-2.504e-01,0.2
-2.496e-01,0.44
-2.488e-01,0.28
-2.480e-01,0.72
-2.472e-01,0.64
-2.464e-01,0.4
-2.456e-01,0.08
-2.448e-01,-0.12
-2.440e-01,-0.32
-2.432e-01,0
-2.424e-01,0
-2.416e-01,0
-2.408e-01,-1.48
-2.400e-01,-0.2
-2.392e-01,-1.84
-2.384e-01,-1.36
-2.376e-01,-1.28
-2.368e-01,-1.32
-2.360e-01,-0.88
-2.352e-01,-1.52
-2.344e-01,-1.68
-2.336e-01,-1.44
-2.328e-01,-1.08
-2.320e-01,-1.52
-2.312e-01,-1.08
-2.304e-01,-1
-2.296e-01,-0.84
-2.288e-01,-1.08
-2.280e-01,-1.64
-2.272e-01,-0.96
-2.264e-01,-1.08
-2.256e-01,-1.08
-2.248e-01,-1.32
-2.240e-01,-0.04
-2.232e-01,-1.24
-2.224e-01,-0.6
-2.216e-01,-0.88
-2.208e-01,-0.32
-2.200e-01,0.4
-2.192e-01,-0.12
-2.184e-01,0.08
-2.176e-01,0.16
-2.168e-01,-0.04
-2.160e-01,0.04
-2.152e-01,0.16
-2.144e-01,0.4
-2.136e-01,0.52
-2.128e-01,0.56
-2.120e-01,0.56
-2.112e-01,0.72
-2.104e-01,1.12
-2.096e-01,0.72
-2.088e-01,0.56
-2.080e-01,0.8
-2.072e-01,0.56
-2.064e-01,0.52
-2.056e-01,0.96
-2.048e-01,0.4
-2.040e-01,0.64
-2.032e-01,1
-2.024e-01,0.56
-2.016e-01,1.04
-2.008e-01,0.52
-2.000e-01,0.6
-1.992e-01,0.96
-1.984e-01,0.64
-1.976e-01,0.48
-1.968e-01,0.6
-1.960e-01,0.64
-1.952e-01,0.64
-1.944e-01,0.56
-1.936e-01,0.56
-1.928e-01,0.84
-1.920e-01,0.76
-1.912e-01,0.64
-1.904e-01,0.88
-1.896e-01,0.68
-1.888e-01,0.52
-1.880e-01,0.6
-1.872e-01,0.16
-1.864e-01,0.32
-1.856e-01,-0.24
-1.848e-01,-0.2
-1.840e-01,-0.2
-1.832e-01,0
-1.824e-01,0
-1.816e-01,0.24
-1.808e-01,0.16
-1.800e-01,0
-1.792e-01,0.52
-1.784e-01,0.72
-1.776e-01,-0.08
-1.768e-01,0.16
-1.760e-01,0.84
-1.752e-01,0.24
-1.744e-01,-1.12
-1.736e-01,-1.56
-1.728e-01,-0.44
-1.720e-01,-0.12
-1.712e-01,-0.12
-1.704e-01,-0.76
-1.696e-01,-0.36
-1.688e-01,-0.28
-1.680e-01,-0.04
-1.672e-01,-0.2
-1.664e-01,-0.32
-1.656e-01,0.12
-1.648e-01,-0.16
-1.640e-01,-0.04
-1.632e-01,0.08
-1.624e-01,-0.6
-1.616e-01,-1.28
-1.608e-01,-0.6
-1.600e-01,-1
-1.592e-01,-1.16
-1.584e-01,-1.28
-1.576e-01,-1
-1.568e-01,-0.8
-1.560e-01,-0.96
-1.552e-01,-0.92
-1.544e-01,-0.64
-1.536e-01,-0.16
-1.528e-01,-0.68
-1.520e-01,-1
-1.512e-01,-0.56
-1.504e-01,-0.72
-1.496e-01,-1.16
-1.488e-01,-1.04
-1.480e-01,1.8
-1.472e-01,-0.76
-1.464e-01,-1.76
-1.456e-01,-0.48
-1.448e-01,-0.56
-1.440e-01,-0.56
-1.432e-01,-0.4
-1.424e-01,0
-1.416e-01,-0.04
-1.408e-01,-0.04
-1.400e-01,-0.36
-1.392e-01,0.08
-1.384e-01,0
-1.376e-01,-0.04
-1.368e-01,0.6
-1.360e-01,0.36
-1.352e-01,0.6
-1.344e-01,0.8
-1.336e-01,0.76
-1.328e-01,1
-1.320e-01,1.08
-1.312e-01,1.36
-1.304e-01,1.32
-1.296e-01,1.44
-1.288e-01,1.28
-1.280e-01,1.16
-1.272e-01,0.88
-1.264e-01,1.88
-1.256e-01,0.56
-1.248e-01,1.56
-1.240e-01,0.6
-1.232e-01,0.64
-1.224e-01,0.72
-1.216e-01,0.96
-1.208e-01,1.04
-1.200e-01,0.52
-1.192e-01,0.8
-1.184e-01,1.48
-1.176e-01,0.64
-1.168e-01,0.44
-1.160e-01,0.6
-1.152e-01,0.48
-1.144e-01,0.8
-1.136e-01,0.44
-1.128e-01,0.08
-1.120e-01,0
-1.112e-01,0
-1.104e-01,0.32
-1.096e-01,0.12
-1.088e-01,0.04
-1.080e-01,0.08
-1.072e-01,0.24
-1.064e-01,0.08
-1.056e-01,-0.4
-1.048e-01,-0.6
-1.040e-01,-0.56
-1.032e-01,-0.52
-1.024e-01,-0.48
-1.016e-01,-0.64
-1.008e-01,-1.08
-1.000e-01,-0.24
-9.920e-02,-1.56
-9.840e-02,-0.8
-9.760e-02,0.08
-9.680e-02,-0.16
-9.600e-02,-0.36
-9.520e-02,-0.64
-9.440e-02,-0.56
-9.360e-02,-0.6
-9.280e-02,-0.88
-9.200e-02,-0.84
-9.120e-02,-0.64
-9.040e-02,-0.88
-8.960e-02,-0.6
-8.880e-02,-0.84
-8.800e-02,-0.64
-8.720e-02,-0.28
-8.640e-02,-0.6
-8.560e-02,-0.48
-8.480e-02,-0.32
-8.400e-02,-0.64
-8.320e-02,-0.56
-8.240e-02,-0.52
-8.160e-02,-0.8
-8.080e-02,-0.72
-8.000e-02,-0.76
-7.920e-02,-0.52
-7.840e-02,-0.44
-7.760e-02,-0.68
-7.680e-02,-0.64
-7.600e-02,-0.56
-7.520e-02,0.4
-7.440e-02,-0.24
-7.360e-02,-0.28
-7.280e-02,-0.12
-7.200e-02,-0.08
-7.120e-02,-0.04
-7.040e-02,-0.32
-6.960e-02,-0.44
-6.880e-02,-0.36
-6.800e-02,-0.72
-6.720e-02,-0.36
-6.640e-02,-0.24
-6.560e-02,-0.24
-6.480e-02,0.12
-6.400e-02,0.16
-6.320e-02,0.44
-6.240e-02,0.64
-6.160e-02,0.4
-6.080e-02,0.64
-6.000e-02,0.6
-5.920e-02,0.56
-5.840e-02,0.28
-5.760e-02,0.32
-5.680e-02,0.64
-5.600e-02,0.56
-5.520e-02,0.6
-5.440e-02,0.96
-5.360e-02,1.08
-5.280e-02,1.28
-5.200e-02,1.2
-5.120e-02,1.6
-5.040e-02,1.4
-4.960e-02,1.16
-4.880e-02,1.12
-4.800e-02,1.2
-4.720e-02,0.84
-4.640e-02,0.68
-4.560e-02,0.92
-4.480e-02,0.6
-4.400e-02,0.88
-4.320e-02,1.2
-4.240e-02,1.04
-4.160e-02,1.44
-4.080e-02,0.88
-4.000e-02,1.2
-3.920e-02,1.12
-3.840e-02,0.72
-3.760e-02,0.28
-3.680e-02,0.36
-3.600e-02,0.08
-3.520e-02,0.12
-3.440e-02,0.6
-3.360e-02,0.4
-3.280e-02,-0.44
-3.200e-02,-1.72
-3.120e-02,-0.52
-3.040e-02,-0.2
-2.960e-02,-1.48
-2.880e-02,-2.08
-2.800e-02,-2.44
-2.720e-02,-1.68
-2.640e-02,-0.92
-2.560e-02,-1.6
-2.480e-02,-1.32
-2.400e-02,-0.72
-2.320e-02,-1.44
-2.240e-02,-1.12
-2.160e-02,-0.56
-2.080e-02,-1.24
-2.000e-02,-1.28
-1.920e-02,-1.36
-1.840e-02,-1.08
-1.760e-02,-0.72
-1.680e-02,-0.96
-1.600e-02,-0.96
-1.520e-02,-0.68
-1.440e-02,-0.56
-1.360e-02,-0.84
-1.280e-02,-0.56
-1.200e-02,-0.36
-1.120e-02,-1.68
-1.040e-02,-1.28
-9.600e-03,-0.88
-8.800e-03,0.28
-8.000e-03,-0.28
-7.200e-03,-0.48
-6.400e-03,-0.2
-5.600e-03,0.16
-4.800e-03,0.2
-4.000e-03,-0.32
-3.200e-03,-0.2
-2.400e-03,0.08
-1.600e-03,-0.08
-8.000e-04,-0.04
1.463e-14,0.4
8.000e-04,0.4
1.600e-03,0.4
2.400e-03,0.64
3.200e-03,0.64
4.000e-03,0.72
4.800e-03,0.44
5.600e-03,0.48
6.400e-03,0.36
7.200e-03,0.52
8.000e-03,0.24
8.800e-03,0.32
9.600e-03,0.64
1.040e-02,0.56
1.120e-02,0.6
1.200e-02,1.04
1.280e-02,0.72
1.360e-02,0.68
1.440e-02,0.56
1.520e-02,0.84
1.600e-02,0.8
1.680e-02,0.6
1.760e-02,0.48
1.840e-02,0.68
1.920e-02,0.56
2.000e-02,0.76
2.080e-02,0.44
2.160e-02,0.52
2.240e-02,0.76
2.320e-02,0.56
2.400e-02,0.76
2.480e-02,0.76
2.560e-02,1
2.640e-02,0.52
2.720e-02,0.52
2.800e-02,0.72
2.880e-02,0.56
2.960e-02,0.44
3.040e-02,0.12
3.120e-02,0.32
3.200e-02,-0.12
3.280e-02,0
3.360e-02,0.12
3.440e-02,0.24
3.520e-02,-0.08
3.600e-02,0.2
3.680e-02,0.32
3.760e-02,0.6
3.840e-02,0.36
3.920e-02,-0.24
4.000e-02,-0.04
4.080e-02,0.32
4.160e-02,0.04
4.240e-02,0
4.320e-02,-0.2
4.400e-02,-0.28
4.480e-02,-0.4
4.560e-02,-0.6
4.640e-02,-0.72
4.720e-02,-0.64
4.800e-02,-1.28
4.880e-02,-1.16
4.960e-02,-0.68
5.040e-02,-0.96
5.120e-02,-0.72
5.200e-02,-0.88
5.280e-02,-0.64
5.360e-02,-0.72
5.440e-02,-0.76
5.520e-02,-1
5.600e-02,-1.28
5.680e-02,-1.24
5.760e-02,-1.2
5.840e-02,-1.16
5.920e-02,-1.2
6.000e-02,-1.16
6.080e-02,-1.16
6.160e-02,-0.84
6.240e-02,-0.72
6.320e-02,-2.16
6.400e-02,-0.44
6.480e-02,-0.52
6.560e-02,-0.76
6.640e-02,-0.72
6.720e-02,-0.6
6.800e-02,-0.36
6.880e-02,-0.44
6.960e-02,-0.24
7.040e-02,-0.48
7.120e-02,-0.04
7.200e-02,0.2
7.280e-02,0.44
7.360e-02,0.72
7.440e-02,0.96
7.520e-02,0.76
7.600e-02,0.88
7.680e-02,1.4
7.760e-02,0.92
7.840e-02,1.16
7.920e-02,1.2
8.000e-02,1.16
8.080e-02,1.28
8.160e-02,1.36
8.240e-02,0.88
8.320e-02,1.44
8.400e-02,1.24
8.480e-02,1.16
8.560e-02,1.12
8.640e-02,1.04
8.720e-02,0.64
8.800e-02,0.68
8.880e-02,0.76
8.960e-02,0.56
9.040e-02,0.76
9.120e-02,0.64
9.200e-02,0.6
9.280e-02,1.44
9.360e-02,0.48
9.440e-02,0.4
9.520e-02,0.6
9.600e-02,0.4
9.680e-02,0.88
9.760e-02,0.28
